town,flat_type,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price
ANG MO KIO,3 ROOM,ANG MO KIO AVE 1,07 TO 09,73,New Generation,1977,358000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 1,07 TO 09,67,New Generation,1978,355000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 1,07 TO 09,68,New Generation,1981,338000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,07 TO 09,82,New Generation,1980,420000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,04 TO 06,67,New Generation,1980,328000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,01 TO 03,83,New Generation,1979,360000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,01 TO 03,67,New Generation,1980,300000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,04 TO 06,67,New Generation,1979,333000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,04 TO 06,67,New Generation,1979,386000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,10 TO 12,67,New Generation,1980,330000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,04 TO 06,67,New Generation,1980,325000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,10 TO 12,75,New Generation,1980,372000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,01 TO 03,68,New Generation,1980,318000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,07 TO 09,67,New Generation,1979,345000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,01 TO 03,82,New Generation,1980,368000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,01 TO 03,67,New Generation,1979,315000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,01 TO 03,67,New Generation,1979,345000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,13 TO 15,67,New Generation,1984,382888
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,10 TO 12,67,New Generation,1979,337000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,07 TO 09,67,New Generation,1979,363000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,04 TO 06,67,New Generation,1980,342000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,01 TO 03,68,New Generation,1980,320000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,07 TO 09,67,New Generation,1979,330000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,04 TO 06,67,New Generation,1979,370000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 10,01 TO 03,74,New Generation,1979,330000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,07 TO 09,67,New Generation,1977,335000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,07 TO 09,73,New Generation,1979,380000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,04 TO 06,67,New Generation,1978,322000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,01 TO 03,73,New Generation,1979,329000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,07 TO 09,67,New Generation,1977,352000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,10 TO 12,67,New Generation,1977,343888
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,07 TO 09,82,New Generation,1978,386888
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,01 TO 03,67,New Generation,1978,335000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 3,07 TO 09,73,New Generation,1979,335000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 4,10 TO 12,74,New Generation,1978,373888
ANG MO KIO,3 ROOM,ANG MO KIO AVE 4,04 TO 06,68,New Generation,1981,350000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 4,01 TO 03,60,Improved,1986,342000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 4,10 TO 12,67,New Generation,1985,341888
ANG MO KIO,3 ROOM,ANG MO KIO AVE 4,07 TO 09,60,Improved,1986,335000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 4,04 TO 06,68,New Generation,1981,328888
ANG MO KIO,3 ROOM,ANG MO KIO AVE 5,10 TO 12,81,New Generation,1980,383000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 5,07 TO 09,82,New Generation,1981,370000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 5,10 TO 12,81,New Generation,1980,390000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 5,10 TO 12,67,New Generation,1980,340000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 5,07 TO 09,68,New Generation,1981,345000
ANG MO KIO,3 ROOM,ANG MO KIO AVE 8,10 TO 12,68,New Generation,1980,370888
ANG MO KIO,3 ROOM,ANG MO KIO AVE 8,04 TO 06,67,New Generation,1980,346000
ANG MO KIO,4 ROOM,ANG MO KIO AVE 10,10 TO 12,92,New Generation,1979,488000
ANG MO KIO,4 ROOM,ANG MO KIO AVE 10,13 TO 15,92,New Generation,1980,452888
ANG MO KIO,4 ROOM,ANG MO KIO AVE 10,07 TO 09,99,New Generation,1979,460000
ANG MO KIO,4 ROOM,ANG MO KIO AVE 10,04 TO 06,93,New Generation,1984,448000
ANG MO KIO,4 ROOM,ANG MO KIO AVE 10,01 TO 03,92,New Generation,1979,419000
ANG MO KIO,4 ROOM,ANG MO KIO AVE 10,01 TO 03,92,New Generation,1979,405000
ANG MO KIO,4 ROOM,ANG MO KIO AVE 10,01 TO 03,92,New Generation,1981,410000
ANG MO KIO,4 ROOM,ANG MO KIO AVE 10,01 TO 03,92,New Generation,1979,435000
ANG MO KIO,4 ROOM,ANG MO KIO AVE 3,04 TO 06,98,New Generation,1978,528000
ANG MO KIO,4 ROOM,ANG MO KIO AVE 3,10 TO 12,92,New Generation,1978,455000
ANG MO KIO,4 ROOM,ANG MO KIO AVE 3,04 TO 06,98,New Generation,1979,448000
ANG MO KIO,4 ROOM,ANG MO KIO AVE 4,13 TO 15,92,New Generation,1982,475000
ANG MO KIO,4 ROOM,ANG MO KIO AVE 5,07 TO 09,100,New Generation,1980,480000
ANG MO KIO,4 ROOM,ANG MO KIO AVE 5,01 TO 03,91,New Generation,1980,400000
ANG MO KIO,4 ROOM,ANG MO KIO AVE 6,10 TO 12,91,New Generation,1980,518000
ANG MO KIO,4 ROOM,ANG MO KIO AVE 6,01 TO 03,91,New Generation,1980,430000
ANG MO KIO,4 ROOM,ANG MO KIO AVE 9,10 TO 12,106,Model A,1993,615000
ANG MO KIO,4 ROOM,ANG MO KIO ST 21,25 TO 27,93,Model A,2018,838000
ANG MO KIO,4 ROOM,ANG MO KIO ST 31,16 TO 18,90,Model A,2006,625000
ANG MO KIO,4 ROOM,ANG MO KIO ST 52,04 TO 06,85,Model A,2003,507999
ANG MO KIO,5 ROOM,ANG MO KIO AVE 10,19 TO 21,119,Improved,1979,650000
ANG MO KIO,5 ROOM,ANG MO KIO AVE 10,16 TO 18,120,Improved,1980,600000
ANG MO KIO,5 ROOM,ANG MO KIO AVE 10,22 TO 24,118,Improved,1980,670000
ANG MO KIO,5 ROOM,ANG MO KIO AVE 5,10 TO 12,118,Improved,1980,603000
ANG MO KIO,5 ROOM,ANG MO KIO AVE 5,01 TO 03,125,Improved,1980,570000
ANG MO KIO,5 ROOM,ANG MO KIO ST 32,04 TO 06,110,Improved,2001,710000
ANG MO KIO,5 ROOM,ANG MO KIO ST 32,04 TO 06,110,Improved,2001,695000
ANG MO KIO,5 ROOM,ANG MO KIO ST 32,22 TO 24,110,Improved,2001,755000
ANG MO KIO,5 ROOM,ANG MO KIO ST 52,01 TO 03,120,DBSS,2011,780000
ANG MO KIO,5 ROOM,ANG MO KIO ST 52,28 TO 30,120,DBSS,2011,1100000
ANG MO KIO,5 ROOM,ANG MO KIO ST 52,19 TO 21,112,DBSS,2011,1028888
BEDOK,3 ROOM,BEDOK CTRL,10 TO 12,69,Model A,2010,540000
BEDOK,3 ROOM,BEDOK NTH AVE 1,04 TO 06,68,New Generation,1980,325000
BEDOK,3 ROOM,BEDOK NTH AVE 1,01 TO 03,67,New Generation,1979,320000
BEDOK,3 ROOM,BEDOK NTH AVE 1,10 TO 12,68,New Generation,1980,338000
BEDOK,3 ROOM,BEDOK NTH AVE 1,07 TO 09,67,New Generation,1979,360000
BEDOK,3 ROOM,BEDOK NTH AVE 2,07 TO 09,67,New Generation,1978,370000
BEDOK,3 ROOM,BEDOK NTH AVE 2,01 TO 03,67,New Generation,1979,300000
BEDOK,3 ROOM,BEDOK NTH AVE 2,04 TO 06,82,New Generation,1978,388000
BEDOK,3 ROOM,BEDOK NTH AVE 3,10 TO 12,67,New Generation,1979,330000
BEDOK,3 ROOM,BEDOK NTH AVE 4,10 TO 12,67,New Generation,1977,345000
BEDOK,3 ROOM,BEDOK NTH AVE 4,10 TO 12,82,New Generation,1978,370000
BEDOK,3 ROOM,BEDOK NTH RD,10 TO 12,67,New Generation,1978,330000
BEDOK,3 ROOM,BEDOK NTH RD,10 TO 12,73,New Generation,1978,360000
BEDOK,3 ROOM,BEDOK NTH RD,13 TO 15,60,Improved,1986,338000
BEDOK,3 ROOM,BEDOK NTH ST 1,01 TO 03,68,New Generation,1979,372000
BEDOK,3 ROOM,BEDOK NTH ST 1,10 TO 12,68,New Generation,1979,379000
BEDOK,3 ROOM,BEDOK NTH ST 1,10 TO 12,68,New Generation,1979,398000
BEDOK,3 ROOM,BEDOK NTH ST 1,07 TO 09,68,New Generation,1980,380000
BEDOK,3 ROOM,BEDOK NTH ST 2,04 TO 06,67,New Generation,1978,336000
BEDOK,3 ROOM,BEDOK NTH ST 2,04 TO 06,82,New Generation,1978,366000
BEDOK,3 ROOM,BEDOK NTH ST 3,07 TO 09,68,New Generation,1979,325000
BEDOK,3 ROOM,BEDOK NTH ST 3,04 TO 06,59,Improved,1978,288000
BEDOK,3 ROOM,BEDOK NTH ST 3,01 TO 03,59,Improved,1978,292000
BEDOK,3 ROOM,BEDOK NTH ST 3,10 TO 12,82,New Generation,1979,350000
BEDOK,3 ROOM,BEDOK NTH ST 3,07 TO 09,69,Improved,1986,358888
BEDOK,3 ROOM,BEDOK NTH ST 3,04 TO 06,59,Improved,1978,315000
BEDOK,3 ROOM,BEDOK NTH ST 3,04 TO 06,69,Improved,1986,330000
BEDOK,3 ROOM,BEDOK NTH ST 3,13 TO 15,59,Improved,1978,300000
BEDOK,3 ROOM,BEDOK NTH ST 3,07 TO 09,67,New Generation,1979,312000
BEDOK,3 ROOM,BEDOK NTH ST 3,10 TO 12,59,Improved,1978,298000
BEDOK,3 ROOM,BEDOK NTH ST 4,04 TO 06,67,New Generation,1978,322500
BEDOK,3 ROOM,BEDOK NTH ST 4,04 TO 06,67,New Generation,1978,340000
BEDOK,3 ROOM,BEDOK RESERVOIR RD,04 TO 06,67,New Generation,1982,328000
BEDOK,3 ROOM,BEDOK RESERVOIR RD,07 TO 09,82,New Generation,1981,400000
BEDOK,3 ROOM,BEDOK RESERVOIR RD,01 TO 03,68,New Generation,1981,320000
BEDOK,3 ROOM,BEDOK RESERVOIR RD,07 TO 09,60,Improved,1986,310000
BEDOK,3 ROOM,BEDOK RESERVOIR RD,01 TO 03,67,New Generation,1985,335000
BEDOK,3 ROOM,BEDOK RESERVOIR RD,01 TO 03,68,New Generation,1981,328000
BEDOK,3 ROOM,BEDOK RESERVOIR RD,01 TO 03,70,Simplified,1986,344000
BEDOK,3 ROOM,BEDOK RESERVOIR RD,10 TO 12,67,New Generation,1985,341888
BEDOK,3 ROOM,BEDOK RESERVOIR RD,07 TO 09,67,New Generation,1982,363682
BEDOK,3 ROOM,BEDOK RESERVOIR RD,04 TO 06,68,New Generation,1981,329888
BEDOK,3 ROOM,BEDOK RESERVOIR RD,01 TO 03,67,New Generation,1982,340088
BEDOK,3 ROOM,BEDOK STH AVE 1,07 TO 09,59,Improved,1976,315000
BEDOK,3 ROOM,BEDOK STH AVE 1,13 TO 15,73,New Generation,1977,403000
BEDOK,3 ROOM,BEDOK STH RD,10 TO 12,67,New Generation,1978,330000
BEDOK,3 ROOM,BEDOK STH RD,10 TO 12,67,New Generation,1978,310000
BEDOK,3 ROOM,BEDOK STH RD,07 TO 09,67,New Generation,1978,360000
BEDOK,3 ROOM,CHAI CHEE AVE,01 TO 03,66,Improved,1983,285000
BEDOK,3 ROOM,CHAI CHEE RD,13 TO 15,68,Model A,2016,527000
BEDOK,3 ROOM,CHAI CHEE RD,04 TO 06,65,Improved,1972,300000
BEDOK,3 ROOM,CHAI CHEE ST,04 TO 06,68,New Generation,1981,325000
BEDOK,3 ROOM,NEW UPP CHANGI RD,13 TO 15,65,Improved,1977,338000
BEDOK,3 ROOM,NEW UPP CHANGI RD,10 TO 12,88,New Generation,1978,448000
BEDOK,3 ROOM,NEW UPP CHANGI RD,04 TO 06,65,Improved,1977,340000
BEDOK,4 ROOM,BEDOK CTRL,07 TO 09,94,Model A,2010,728000
BEDOK,4 ROOM,BEDOK NTH AVE 2,04 TO 06,92,New Generation,1980,438888
BEDOK,4 ROOM,BEDOK NTH AVE 3,10 TO 12,92,New Generation,1980,500000
BEDOK,4 ROOM,BEDOK NTH AVE 3,10 TO 12,92,New Generation,1980,465000
BEDOK,4 ROOM,BEDOK NTH RD,01 TO 03,92,New Generation,1978,400000
BEDOK,4 ROOM,BEDOK NTH RD,13 TO 15,92,Model A,2005,645000
BEDOK,4 ROOM,BEDOK NTH RD,07 TO 09,92,Model A,2005,610000
BEDOK,4 ROOM,BEDOK NTH RD,01 TO 03,92,New Generation,1979,435000
BEDOK,4 ROOM,BEDOK NTH RD,07 TO 09,92,New Generation,1979,470000
BEDOK,4 ROOM,BEDOK NTH RD,04 TO 06,92,New Generation,1979,450888
BEDOK,4 ROOM,BEDOK NTH RD,10 TO 12,85,Model A,2006,642000
BEDOK,4 ROOM,BEDOK NTH RD,07 TO 09,92,New Generation,1978,410000
BEDOK,4 ROOM,BEDOK NTH ST 3,10 TO 12,95,New Generation,1980,390000
BEDOK,4 ROOM,BEDOK RESERVOIR CRES,01 TO 03,87,DBSS,2014,580000
BEDOK,4 ROOM,BEDOK RESERVOIR CRES,07 TO 09,87,DBSS,2014,740000
BEDOK,4 ROOM,BEDOK RESERVOIR CRES,04 TO 06,87,DBSS,2014,732000
BEDOK,4 ROOM,BEDOK RESERVOIR CRES,04 TO 06,87,DBSS,2014,720000
BEDOK,4 ROOM,BEDOK RESERVOIR CRES,10 TO 12,87,DBSS,2014,760000
BEDOK,4 ROOM,BEDOK RESERVOIR CRES,13 TO 15,87,DBSS,2014,756888
BEDOK,4 ROOM,BEDOK RESERVOIR RD,04 TO 06,91,New Generation,1985,441000
BEDOK,4 ROOM,BEDOK RESERVOIR RD,10 TO 12,91,New Generation,1985,418000
BEDOK,4 ROOM,BEDOK RESERVOIR RD,01 TO 03,104,Model A,1986,500000
BEDOK,4 ROOM,BEDOK RESERVOIR RD,04 TO 06,103,Model A,1987,475000
BEDOK,4 ROOM,BEDOK RESERVOIR VIEW,16 TO 18,107,Premium Apartment,2000,623000
BEDOK,4 ROOM,BEDOK STH AVE 3,04 TO 06,83,Simplified,1985,480000
BEDOK,4 ROOM,BEDOK STH AVE 3,01 TO 03,83,Simplified,1985,400888
BEDOK,4 ROOM,BEDOK STH AVE 3,10 TO 12,92,New Generation,1978,420000
BEDOK,4 ROOM,BEDOK STH RD,01 TO 03,84,Improved,1977,360000
BEDOK,4 ROOM,BEDOK STH RD,04 TO 06,92,New Generation,1978,400000
BEDOK,4 ROOM,BEDOK STH RD,07 TO 09,84,Improved,1977,388000
BEDOK,4 ROOM,BEDOK STH RD,07 TO 09,104,Model A,1985,490000
BEDOK,4 ROOM,BEDOK STH RD,04 TO 06,84,Improved,1977,378000
BEDOK,4 ROOM,CHAI CHEE AVE,04 TO 06,82,Improved,1975,400000
BEDOK,4 ROOM,CHAI CHEE RD,04 TO 06,93,Model A,2016,665000
BEDOK,4 ROOM,CHAI CHEE RD,10 TO 12,93,Model A,2016,670000
BEDOK,4 ROOM,CHAI CHEE RD,04 TO 06,103,Model A,1983,475000
BEDOK,4 ROOM,CHAI CHEE RD,07 TO 09,105,Model A,1984,455000
BEDOK,4 ROOM,CHAI CHEE ST,07 TO 09,92,New Generation,1985,465000
BEDOK,4 ROOM,JLN TENAGA,04 TO 06,108,Model A,1996,538000
BEDOK,5 ROOM,BEDOK NTH AVE 3,10 TO 12,118,Improved,1980,670000
BEDOK,5 ROOM,BEDOK NTH AVE 4,22 TO 24,123,Standard,1978,635000
BEDOK,5 ROOM,BEDOK NTH RD,04 TO 06,110,Improved,2006,703800
BEDOK,5 ROOM,BEDOK NTH RD,01 TO 03,110,Improved,2006,660000
BEDOK,5 ROOM,BEDOK RESERVOIR CRES,04 TO 06,105,DBSS,2014,828000
BEDOK,5 ROOM,BEDOK RESERVOIR CRES,01 TO 03,105,DBSS,2014,780000
BEDOK,5 ROOM,BEDOK RESERVOIR RD,07 TO 09,122,Improved,1987,538000
BEDOK,5 ROOM,BEDOK RESERVOIR RD,01 TO 03,121,Improved,1983,525000
BEDOK,5 ROOM,BEDOK RESERVOIR RD,10 TO 12,121,Improved,1983,562000
BEDOK,5 ROOM,BEDOK RESERVOIR RD,07 TO 09,120,Improved,1982,530000
BEDOK,5 ROOM,BEDOK RESERVOIR RD,04 TO 06,139,Model A-Maisonette,1984,780000
BEDOK,5 ROOM,BEDOK RESERVOIR RD,07 TO 09,121,Improved,1985,530000
BEDOK,5 ROOM,BEDOK RESERVOIR VIEW,16 TO 18,115,Premium Apartment,2000,730000
BEDOK,5 ROOM,BEDOK RESERVOIR VIEW,04 TO 06,115,Premium Apartment,2000,668000
BEDOK,5 ROOM,BEDOK RESERVOIR VIEW,16 TO 18,115,Premium Apartment,2000,688000
BEDOK,5 ROOM,BEDOK STH AVE 2,07 TO 09,133,Model A,1993,772000
BEDOK,5 ROOM,CHAI CHEE RD,04 TO 06,113,Improved,2016,830000
BEDOK,5 ROOM,CHAI CHEE RD,07 TO 09,133,Model A,1983,600000
BEDOK,5 ROOM,CHAI CHEE RD,04 TO 06,126,Improved,1993,710000
BEDOK,5 ROOM,LENGKONG TIGA,10 TO 12,125,Improved,1989,805000
BISHAN,3 ROOM,BISHAN ST 12,04 TO 06,64,Simplified,1985,420000
BISHAN,3 ROOM,BISHAN ST 13,04 TO 06,64,Simplified,1988,450000
BISHAN,3 ROOM,SHUNFU RD,07 TO 09,67,New Generation,1984,435000
BISHAN,3 ROOM,SIN MING RD,01 TO 03,68,Improved,1973,305000
BISHAN,3 ROOM,SIN MING RD,01 TO 03,65,Improved,1973,305000
BISHAN,3 ROOM,SIN MING RD,01 TO 03,68,Improved,1973,275000
BISHAN,3 ROOM,SIN MING RD,07 TO 09,68,Improved,1973,302000
BISHAN,4 ROOM,BISHAN ST 12,07 TO 09,105,Model A,1986,668000
BISHAN,4 ROOM,BISHAN ST 12,04 TO 06,105,Model A,1986,668000
BISHAN,4 ROOM,BISHAN ST 12,04 TO 06,104,Model A,1986,680000
BISHAN,4 ROOM,BISHAN ST 12,07 TO 09,104,Model A,1985,680000
BISHAN,4 ROOM,BISHAN ST 13,07 TO 09,83,Simplified,1987,550000
BISHAN,4 ROOM,BISHAN ST 13,04 TO 06,84,Simplified,1987,508888
BISHAN,4 ROOM,BISHAN ST 22,01 TO 03,116,Model A,1992,705000
BISHAN,4 ROOM,BISHAN ST 22,10 TO 12,114,Model A,1992,696000
BISHAN,4 ROOM,BISHAN ST 22,01 TO 03,104,Model A,1992,550000
BISHAN,4 ROOM,BISHAN ST 22,13 TO 15,104,Model A,1992,630000
BISHAN,4 ROOM,BISHAN ST 23,01 TO 03,108,Model A,1992,650000
BISHAN,4 ROOM,BISHAN ST 23,04 TO 06,105,Model A,1992,555000
BISHAN,4 ROOM,BISHAN ST 23,10 TO 12,106,Model A,1992,655000
BISHAN,4 ROOM,BISHAN ST 24,07 TO 09,100,Premium Apartment,1998,668000
BISHAN,4 ROOM,BISHAN ST 24,01 TO 03,104,Model A,1992,515000
BISHAN,4 ROOM,BISHAN ST 24,22 TO 24,108,Model A,1992,735000
BISHAN,4 ROOM,BISHAN ST 24,04 TO 06,111,Model A,1992,585000
BISHAN,4 ROOM,SIN MING AVE,07 TO 09,105,Model A,1990,641188
BISHAN,4 ROOM,SIN MING AVE,07 TO 09,108,Model A,1990,642888
BISHAN,4 ROOM,SIN MING RD,04 TO 06,88,Improved,1974,416000
BISHAN,5 ROOM,BISHAN ST 11,10 TO 12,122,Improved,1987,783000
BISHAN,5 ROOM,BISHAN ST 12,07 TO 09,121,Improved,1986,755000
BISHAN,5 ROOM,BISHAN ST 12,10 TO 12,130,Improved,1988,810000
BISHAN,5 ROOM,BISHAN ST 13,04 TO 06,121,Improved,1987,800000
BISHAN,5 ROOM,BISHAN ST 13,16 TO 18,121,Improved,1987,970000
BISHAN,5 ROOM,BISHAN ST 13,04 TO 06,121,Improved,1987,788000
BISHAN,5 ROOM,BISHAN ST 13,22 TO 24,121,Improved,1987,988000
BISHAN,5 ROOM,BISHAN ST 13,07 TO 09,120,Improved,1987,827000
BISHAN,5 ROOM,BISHAN ST 24,34 TO 36,120,DBSS,2011,1338888
BISHAN,5 ROOM,BISHAN ST 24,25 TO 27,120,DBSS,2011,1265000
BISHAN,5 ROOM,SHUNFU RD,10 TO 12,121,Improved,1984,710000
BISHAN,5 ROOM,SIN MING AVE,13 TO 15,120,Improved,1986,832000
BISHAN,5 ROOM,SIN MING AVE,07 TO 09,125,Improved,1990,802000
BISHAN,5 ROOM,SIN MING AVE,07 TO 09,120,Improved,1990,800000
BUKIT BATOK,3 ROOM,BT BATOK CTRL,07 TO 09,77,Model A,1985,380000
BUKIT BATOK,3 ROOM,BT BATOK EAST AVE 3,04 TO 06,67,New Generation,1985,348000
BUKIT BATOK,3 ROOM,BT BATOK EAST AVE 4,04 TO 06,67,New Generation,1985,323000
BUKIT BATOK,3 ROOM,BT BATOK EAST AVE 5,10 TO 12,67,New Generation,1985,340000
BUKIT BATOK,3 ROOM,BT BATOK EAST AVE 5,01 TO 03,67,New Generation,1985,350000
BUKIT BATOK,3 ROOM,BT BATOK EAST AVE 5,04 TO 06,69,New Generation,1985,332000
BUKIT BATOK,3 ROOM,BT BATOK EAST AVE 5,10 TO 12,67,New Generation,1985,365000
BUKIT BATOK,3 ROOM,BT BATOK EAST AVE 5,13 TO 15,67,New Generation,1985,400000
BUKIT BATOK,3 ROOM,BT BATOK EAST AVE 5,01 TO 03,69,New Generation,1985,325000
BUKIT BATOK,3 ROOM,BT BATOK EAST AVE 5,10 TO 12,67,New Generation,1985,348000
BUKIT BATOK,3 ROOM,BT BATOK ST 11,04 TO 06,74,Model A,1985,328000
BUKIT BATOK,3 ROOM,BT BATOK ST 21,10 TO 12,73,Model A,1985,375000
BUKIT BATOK,3 ROOM,BT BATOK ST 22,04 TO 06,68,Premium Apartment,2018,438000
BUKIT BATOK,3 ROOM,BT BATOK ST 31,04 TO 06,68,New Generation,1985,315000
BUKIT BATOK,3 ROOM,BT BATOK ST 31,04 TO 06,68,New Generation,1987,348188
BUKIT BATOK,3 ROOM,BT BATOK ST 31,01 TO 03,68,New Generation,1985,312000
BUKIT BATOK,3 ROOM,BT BATOK ST 33,10 TO 12,64,Simplified,1988,323000
BUKIT BATOK,3 ROOM,BT BATOK ST 33,01 TO 03,68,New Generation,1986,310000
BUKIT BATOK,3 ROOM,BT BATOK ST 34,10 TO 12,73,Model A,1986,333000
BUKIT BATOK,3 ROOM,BT BATOK ST 34,04 TO 06,64,Simplified,1988,335000
BUKIT BATOK,3 ROOM,BT BATOK ST 52,07 TO 09,73,Model A,1986,356500
BUKIT BATOK,3 ROOM,BT BATOK WEST AVE 4,07 TO 09,73,Model A,1987,348000
BUKIT BATOK,3 ROOM,BT BATOK WEST AVE 4,04 TO 06,73,Model A,1987,320000
BUKIT BATOK,3 ROOM,BT BATOK WEST AVE 6,04 TO 06,67,New Generation,1985,322000
BUKIT BATOK,3 ROOM,BT BATOK WEST AVE 6,25 TO 27,68,Premium Apartment,2017,496000
BUKIT BATOK,3 ROOM,BT BATOK WEST AVE 6,01 TO 03,68,New Generation,1984,330000
BUKIT BATOK,3 ROOM,BT BATOK WEST AVE 6,16 TO 18,68,Premium Apartment,2017,482000
BUKIT BATOK,4 ROOM,BT BATOK CTRL,07 TO 09,93,New Generation,1985,450000
BUKIT BATOK,4 ROOM,BT BATOK CTRL,01 TO 03,102,Model A,1997,540000
BUKIT BATOK,4 ROOM,BT BATOK EAST AVE 3,01 TO 03,104,Model A,1998,495000
BUKIT BATOK,4 ROOM,BT BATOK EAST AVE 4,04 TO 06,84,Simplified,1985,370000
BUKIT BATOK,4 ROOM,BT BATOK ST 21,01 TO 03,104,Model A,1985,440000
BUKIT BATOK,4 ROOM,BT BATOK ST 21,04 TO 06,91,New Generation,1985,430000
BUKIT BATOK,4 ROOM,BT BATOK ST 21,04 TO 06,104,Model A,1985,483000
BUKIT BATOK,4 ROOM,BT BATOK ST 21,01 TO 03,117,Model A,1985,508000
BUKIT BATOK,4 ROOM,BT BATOK ST 25,13 TO 15,92,Model A2,1998,480000
BUKIT BATOK,4 ROOM,BT BATOK ST 25,10 TO 12,101,Model A,1998,478000
BUKIT BATOK,4 ROOM,BT BATOK ST 25,13 TO 15,102,Model A,1998,518000
BUKIT BATOK,4 ROOM,BT BATOK ST 31,01 TO 03,84,Simplified,1985,390000
BUKIT BATOK,4 ROOM,BT BATOK ST 31,04 TO 06,94,New Generation,1987,442000
BUKIT BATOK,4 ROOM,BT BATOK ST 31,04 TO 06,98,New Generation,1985,445000
BUKIT BATOK,4 ROOM,BT BATOK ST 33,10 TO 12,93,New Generation,1986,406888
BUKIT BATOK,4 ROOM,BT BATOK ST 33,01 TO 03,93,New Generation,1986,385000
BUKIT BATOK,4 ROOM,BT BATOK ST 33,13 TO 15,103,Model A,1986,465000
BUKIT BATOK,4 ROOM,BT BATOK ST 34,04 TO 06,103,Model A,1987,460000
BUKIT BATOK,4 ROOM,BT BATOK ST 34,07 TO 09,84,Simplified,1986,410000
BUKIT BATOK,4 ROOM,BT BATOK WEST AVE 2,10 TO 12,99,New Generation,1988,440000
BUKIT BATOK,4 ROOM,BT BATOK WEST AVE 4,04 TO 06,84,Simplified,1988,403000
BUKIT BATOK,4 ROOM,BT BATOK WEST AVE 5,25 TO 27,90,Model A,2005,525000
BUKIT BATOK,4 ROOM,BT BATOK WEST AVE 5,13 TO 15,92,Model A,2004,480000
BUKIT BATOK,4 ROOM,BT BATOK WEST AVE 5,01 TO 03,92,Model A,2004,408000
BUKIT BATOK,4 ROOM,BT BATOK WEST AVE 6,16 TO 18,92,Premium Apartment,2017,632000
BUKIT BATOK,4 ROOM,BT BATOK WEST AVE 6,01 TO 03,92,Premium Apartment,2017,570000
BUKIT BATOK,4 ROOM,BT BATOK WEST AVE 6,04 TO 06,95,Premium Apartment,2017,585000
BUKIT BATOK,4 ROOM,BT BATOK WEST AVE 6,07 TO 09,92,Premium Apartment,2017,617000
BUKIT BATOK,4 ROOM,BT BATOK WEST AVE 6,10 TO 12,95,Premium Apartment,2017,635000
BUKIT BATOK,4 ROOM,BT BATOK WEST AVE 6,04 TO 06,120,Model A,1985,495000
BUKIT BATOK,4 ROOM,BT BATOK WEST AVE 6,01 TO 03,96,New Generation,1985,425000
BUKIT BATOK,5 ROOM,BT BATOK CTRL,10 TO 12,133,Model A,1985,625000
BUKIT BATOK,5 ROOM,BT BATOK CTRL,10 TO 12,110,Improved,2003,748000
BUKIT BATOK,5 ROOM,BT BATOK EAST AVE 3,07 TO 09,130,Improved,1995,682500
BUKIT BATOK,5 ROOM,BT BATOK ST 21,01 TO 03,149,Model A,1985,660000
